ticker,start_date,end_date,n_rows,buy_pct,hold_pct,sell_pct,signal_score_mean,signal_score_std,signal_score_min,signal_score_max
159915,2025-01-01 00:00:00,2026-03-27 00:00:00,323,0.37770897832817335,0.20123839009287925,0.42105263157894735,0.626201929313968,0.24399392574683415,0.2165794476307794,1.0
510300,2025-01-01 00:00:00,2026-03-27 00:00:00,323,0.46439628482972134,0.26625386996904027,0.2693498452012384,0.6782088989901439,0.20766787433568748,0.32625672385003596,1.0
510500,2025-01-01 00:00:00,2026-03-27 00:00:00,323,0.5510835913312694,0.18885448916408668,0.26006191950464397,0.7311959136301035,0.2100302542133828,0.2689827999341161,1.0
512100,2025-01-01 00:00:00,2026-03-27 00:00:00,323,0.5758513931888545,0.18885448916408668,0.23529411764705882,0.7593510459386678,0.22251122643288807,0.3015176653017255,1.0
513100,2025-01-01 00:00:00,2026-03-27 00:00:00,323,0.3746130030959752,0.2476780185758514,0.37770897832817335,0.616068237413343,0.21496792186285993,0.21487522750259047,1.0
588000,2025-01-01 00:00:00,2026-03-27 00:00:00,323,0.5727554179566563,0.23839009287925697,0.18885448916408668,0.7560340495255743,0.20206547394374805,0.283338144202896,1.0
